epoch,train_loss,val_loss,val_f1_macro
1,0.6452564941821518,0.5923567830097107,0.6498274985093052
2,0.5916608519606538,0.5639902529262361,0.6699932904485078
3,0.5486217834628545,0.5651679499518304,0.6795749757997344
4,0.5324409766184105,0.5933934741076969,0.6589634686576946
5,0.4863310652774769,0.5426225582758586,0.6979502347289859
6,0.4626237418461632,0.5191396160849503,0.7064469540923835
7,0.44025174573391346,0.5443783185666515,0.6781789315590296
8,0.4154928582055228,0.5123150759021796,0.7111368674307958
9,0.3985188345496471,0.5314618531082358,0.6993230678304186
10,0.39237336267891165,0.5272724809745948,0.7105676485922836
11,0.3583839001482005,0.5448799262976363,0.7029914529914529
12,0.349117538738218,0.5339265966832283,0.7205984712961457
13,0.3405951406847645,0.5476971760835676,0.7045904152907174
14,0.31569684998920333,0.5282364254373879,0.7166906241266962
15,0.301816417743544,0.5398314317111813,0.7301919007899875
16,0.29404902169583264,0.5439340716582679,0.7261769904894687
17,0.2977263986204679,0.549222507904328,0.7261076008735495
18,0.2627423932305077,0.5393533779662989,0.7296795580110498
19,0.2685061708338313,0.5378903336268628,0.7347987860034215
20,0.26538454296046887,0.5452563318224358,0.7212325247797596
21,0.2562952366156074,0.5424988577275404,0.7254344284550638
22,0.2549623305305511,0.5496907171216749,0.7249526260444572
23,0.2443540319800377,0.5651023212465502,0.7299020386385674
24,0.22865081300119777,0.5783214692558561,0.7225614827135558
25,0.22409675249850358,0.5697518272502792,0.7261726078799249
26,0.2310177670167452,0.5630335281070854,0.7371166935026574
27,0.22936946415639187,0.5571290748526475,0.7230957833530558
28,0.22034288802603771,0.5778364713547662,0.7316874936503099
29,0.20758612409418264,0.5699763142592496,0.7231677706209307
30,0.20756807083079776,0.5945293912619707,0.7237074604707139
31,0.19987205860645071,0.604098099656403,0.7303649167733675
32,0.2057602490595245,0.6086894351556631,0.724830056040057
33,0.1908452413505414,0.598884423839904,0.7329575546200231
34,0.195083829185383,0.6039686863499117,0.7272942678056917
35,0.19807995117402502,0.604676816647961,0.7220087418634634
36,0.17708697104007826,0.6362552409525961,0.7245723980767305
37,0.19034308448413406,0.6035600130756696,0.7253216493088555
38,0.17742469880965303,0.5859012671923708,0.7284290271132376
39,0.19235967114250493,0.6113315898592451,0.728139856773184
40,0.18990572727704932,0.600806355964215,0.7297536559626112
41,0.18010666547087276,0.5990003780971858,0.7335398438196872
42,0.16324369031117186,0.6214401844733705,0.7369172810724232
43,0.1790694286228045,0.6314601674797901,0.7208774621937893
44,0.19099151298076242,0.6270613638329364,0.7331564316500163
45,0.17032817476633733,0.6011869312264025,0.7213631156930127
46,0.17344569532292803,0.6134659981909429,0.7322465727779865
