epoch,train_loss,val_loss,val_f1_macro
1,0.6599053095330248,0.6007212081125805,0.639956550802139
2,0.6069939754657693,0.6208221912384033,0.6353284304832609
3,0.5892323603505617,0.6381918582178298,0.6325590579026783
4,0.5889472548778241,0.6188656108719962,0.647150674893721
5,0.5528498499111815,0.6336912211208117,0.6330486312813639
6,0.5432987305652964,0.5616038824121158,0.6825532765240725
7,0.5353771709315069,0.6045876034313724,0.6612892608670154
8,0.5192730477550528,0.5587791788613512,0.6815810573008321
9,0.5023075671723256,0.563018272710698,0.6785851924806234
10,0.5049494550778315,0.5487017586295094,0.6762303105000871
11,0.4884190945425531,0.5611474651843309,0.6831545765095951
12,0.47713902306098205,0.5465322203135916,0.6894240317775571
13,0.46788025745651224,0.5921138936032851,0.6590200304259635
14,0.4610243536695674,0.5519290674123026,0.6967667584507238
15,0.4532120832866365,0.5371351703824032,0.701327740756374
16,0.4440401613221064,0.5885342647631963,0.6824906348006557
17,0.4454679634872374,0.5411546756646463,0.6935327883250586
18,0.42837816415416013,0.5542612432014374,0.7005349685265464
19,0.4242018262272353,0.5345726108577634,0.7092547786692167
20,0.4188885778843702,0.5303445343061217,0.6990971421319987
21,0.4215697791058939,0.5502839226275682,0.6667332667332668
22,0.4024279422566786,0.5527638340014077,0.6890959925442683
23,0.3978978916388619,0.5743929051749763,0.6884802260637708
24,0.3949564100949319,0.5527127051459891,0.6988681556441105
25,0.37912568417224257,0.5439562189570141,0.6958374764496547
26,0.3828262308878558,0.5369831003559132,0.7099820143884892
27,0.3846337194503336,0.5397720693144947,0.6999306108812418
28,0.3733220335177995,0.5476280397336398,0.696561004784689
29,0.3642609894766912,0.565323192315797,0.7016485776467307
30,0.3622487225252521,0.5560977919781137,0.7029154477170412
31,0.3560734394896816,0.5683943934938205,0.7054964755734833
32,0.3527493068518547,0.5596420757472516,0.699379351602053
33,0.3387744907330681,0.5718814885509865,0.7125002351262946
34,0.3461939804051276,0.6024796961052786,0.6998393952998236
35,0.3308869816240046,0.6075030531157695,0.6984745325473185
36,0.32520249326314243,0.5808834469322824,0.7032109715036544
37,0.32847902479653174,0.5672607284970581,0.6995657466197323
38,0.313356990608704,0.560274526469099,0.7072976203068446
39,0.3319081097923137,0.6039057722448238,0.6948541150018314
40,0.3120674850153072,0.5669598494323769,0.7127039196870155
41,0.31650630220934584,0.5774326214023555,0.705293151159115
42,0.3080604147206951,0.5846462457263398,0.7046644165329496
43,0.3112571896514395,0.5722610998532868,0.7118132592835726
44,0.3052247209822411,0.584089842128257,0.7064858047379117
45,0.3057010928475922,0.5683891712288771,0.7025863102900705
46,0.2980969600215718,0.5760479900963782,0.7064925723411908
47,0.30954410977006613,0.564480591889116,0.7090923703816818
48,0.295501866766794,0.5766999376577414,0.7040497671412207
49,0.28609550234626285,0.5763889822310635,0.7091262034260768
50,0.2840563247983272,0.5712683563752632,0.7102020014825796
51,0.2799619478429412,0.6098045892924779,0.7024872006606111
52,0.27857398782130127,0.5902621141191394,0.6975927480275306
53,0.2859310645016504,0.5717464678388621,0.7040914251730104
54,0.2879517397710255,0.5809008603250342,0.7076844754659168
55,0.2825914940663746,0.5730598190810443,0.7029663359895918
56,0.2576293068334133,0.5770768421668825,0.6989474640724316
57,0.27917611859943514,0.5778647253977224,0.7109405685958164
58,0.2678251363910161,0.5688687389450414,0.7121602965862763
59,0.27429570820550997,0.5762911971525422,0.7089568955018876
60,0.2673888684629084,0.5847334777215674,0.7113482938663573
