epoch,train_loss,val_loss,val_f1_macro
1,0.6471540997377955,0.6147353047469877,0.5712037323290521
2,0.581153374666778,0.6623305886421563,0.624021164021164
3,0.5020839070471433,0.6261047816501474,0.6438656280428432
4,0.45160667644813657,0.5834497622442696,0.6574112943528236
5,0.40073966431932956,0.5800094049213067,0.6793403986488229
6,0.3681464248623412,0.6020233894013008,0.664169204611274
7,0.33356295253794926,0.57064035661378,0.6889094748741944
8,0.3040437690842037,0.5629497176071383,0.6892595788195444
9,0.2917921830577633,0.5594003327753184,0.6979182698420133
10,0.280124589908295,0.5548646284864759,0.7111515391681826
11,0.26311197656636626,0.5958025801294254,0.6962863986502712
12,0.2387242793607024,0.548487486352898,0.7062452706534548
13,0.2389106118084433,0.5626203050872065,0.6946180696485105
14,0.23426108425841308,0.562172107679664,0.6964127826196791
15,0.22689418845738357,0.5741542619916628,0.7133520211253301
16,0.22516847376783306,0.5583503260365072,0.7120845422593353
17,0.2145899640611158,0.5531756955216516,0.698690807075876
18,0.21620641858316958,0.5629890489409555,0.6867782085625488
19,0.20654967626055273,0.5610892069789598,0.7155080213903744
20,0.2035223703759794,0.5548656628519859,0.707379679144385
21,0.20134799492258865,0.5447241003923821,0.6913990402362495
22,0.20276018814183772,0.5505973546291297,0.7198521556214706
23,0.19453318445728376,0.5542423768004157,0.712705283679741
24,0.18920154095842287,0.5330068006549241,0.7018583954979715
25,0.18861031491094485,0.5366061228626179,0.7138876318474292
26,0.18577696286285153,0.5440202355384827,0.7116182206455939
27,0.1862596521476427,0.5593149105332932,0.723634639854295
28,0.18296656712818032,0.5364204990273377,0.7074499891280713
29,0.17429015196215075,0.5441720578468071,0.7072198275862069
30,0.17287158898006266,0.5624513373060046,0.7184578674774753
31,0.17678994595861205,0.5523168350446899,0.7121928158567059
32,0.17544969126510507,0.5437940101859704,0.7072198275862069
33,0.16984033772650248,0.5491944266096601,0.7006863668371979
34,0.17109008950109666,0.5500300842917191,0.7166273393735252
35,0.16630907566286623,0.5311885243457444,0.721010365036701
36,0.16295311046549335,0.547198272819789,0.7253734855876484
37,0.15455150104557666,0.5693998745871041,0.7064601856797914
38,0.1526614436521553,0.5588215233863525,0.6972340224676674
39,0.1549911889104316,0.584188736412885,0.6932618126087747
40,0.14911062272193915,0.5650056407277314,0.7038170163170163
41,0.14406449588624617,0.572761641569295,0.7005765253659607
42,0.1500853070219119,0.5563634870187292,0.7184806034482758
43,0.14841058377463084,0.5641783045710258,0.7100350215517242
44,0.14688101960704303,0.5786255484200874,0.7076705086880505
45,0.14110116498508993,0.5832384549924787,0.7062529782390004
46,0.14273575362928498,0.568977536247024,0.7137138601484161
47,0.1406437678871533,0.5568412196523739,0.712810660762111
48,0.14547404624485913,0.5969590485658286,0.7178806060718642
49,0.14338474603405651,0.5698803918401025,0.7154604918257559
50,0.13668409464522624,0.5745566457791148,0.7057259073842302
51,0.13771539170724842,0.564781202179081,0.7092425535880398
52,0.13923000587293735,0.5565619124275334,0.7070208675979708
53,0.13139848452276334,0.5532166592355044,0.705600863595374
54,0.13227703438427013,0.5742932299398026,0.7051627861411357
55,0.1323607332037332,0.5559490636553405,0.7138876318474292
56,0.13436446285161835,0.5596043007834902,0.7167635026825852
