epoch,train_loss,val_loss
1,0.5019487588249181,0.4348061998441283
2,0.41201860609367424,0.4199426771540727
3,0.34611027927150556,0.4555556681838685
4,0.2825839162142568,0.52171437328382
5,0.1978252128575722,0.7315838143029916
6,0.14960774482645062,0.6541031604366643
7,0.11814234519958901,0.8467936740973008
8,0.09358489077972307,0.9952546986200365
9,0.07115272680883258,0.9571172483681168
10,0.06387376497031877,0.8512005445414356
11,0.0527111101153884,1.0895675156830944
12,0.050122799322575885,1.0277603511572775
13,0.04155738593465796,1.0692552475125663
14,0.04003390444959387,1.09985995992052
15,0.03526537245607248,1.053328009473002
16,0.030150542089955806,1.0898387645964769
17,0.03427794358136798,1.1729547827853821
18,0.026118484610819143,1.2489950519188173
19,0.03129059985843413,1.28711585266605
20,0.031369640152533726,1.2165402951484015
21,0.025343130139198904,1.3568415734555077
22,0.026619279280616227,1.1899491149233654
