epoch,train_loss,val_loss,val_f1_macro
1,0.6491635594885428,0.5694855383464268,0.6353625033503083
2,0.5222874546607772,0.5761630455652873,0.6241834724796561
3,0.44730412006214426,0.6212325779455049,0.6451666770732444
4,0.38315382955984756,0.5497874481692201,0.6908596411879994
5,0.33336895196647437,0.5645064844616822,0.7029347868770137
6,0.3191336367770538,0.5170933419350712,0.7098246688818896
7,0.2719263631727669,0.5446089126923609,0.698650333666166
8,0.2583263174292969,0.5581151099609477,0.7194918168296205
9,0.2382204315758177,0.578661726679032,0.7025469500593009
10,0.2338305144867563,0.584565619312759,0.7002610881897886
11,0.20650942375944867,0.5850963543036154,0.6931605924342001
12,0.21433830510436014,0.5532767863977435,0.7175637025220815
13,0.20219312285861143,0.5621162445417472,0.7220698750879017
14,0.18947435032248824,0.5759844564245127,0.7306441977945979
15,0.18265395608454288,0.5958445684034988,0.7275878963787126
16,0.173990029990059,0.6065683564947297,0.7252598141103572
17,0.17982531863438722,0.587084968571019,0.7332273034076825
18,0.16803624065449604,0.576185320496803,0.7285724565626963
19,0.1648142101693448,0.5959336569500876,0.7267583218948398
20,0.16342372085469273,0.6049310744734179,0.7250786393269386
21,0.157410684126112,0.5849328727242079,0.717173558245249
22,0.15832056334129646,0.6526586396401399,0.7220285349318161
23,0.15294913341710856,0.6313173232356175,0.736183648739696
24,0.13356441409060998,0.6380331358466287,0.7306987917225903
25,0.13662311872774427,0.6022790188831831,0.7374656593406593
26,0.14640690122505876,0.606791485992532,0.7383930232303668
27,0.13698592061013148,0.6149898085466009,0.725659599589854
28,0.1309794391822684,0.6378699959460521,0.7409780691014798
29,0.12222501380461176,0.6262182913041519,0.7425577787501492
30,0.11808327975002332,0.6526716504440022,0.7315545679577149
31,0.11924022428466233,0.6317515022132457,0.738596039537461
32,0.11901261376288648,0.6639331876636009,0.7205866884824403
33,0.11183188775692463,0.6423754368761105,0.731793548542317
34,0.10934699951942273,0.6407876037558058,0.7456343206201195
35,0.10740734466766058,0.649485845987164,0.7378179815483411
36,0.10297849025272836,0.6678217030984732,0.7491928875452485
37,0.1074853807420388,0.704202284520943,0.7475818843130545
38,0.09478428557382099,0.69725416914589,0.7404679697108901
39,0.10847075799720587,0.6966653388041041,0.7254899909423753
40,0.1045676978755292,0.6820807593677489,0.7284128571546644
41,0.0912273579320594,0.7160348760252375,0.7339460470074685
42,0.08968679330012362,0.7084040219429534,0.7390947843654452
43,0.1000673017914888,0.710454514205083,0.7395457948958176
44,0.08859374340250065,0.7883038218253031,0.7364837219124548
45,0.07507364929507865,0.7258443120772773,0.7294820749438449
46,0.08944129215260446,0.7691755896016687,0.7339520046400348
47,0.0843237249320117,0.739322778235579,0.7341585265458062
48,0.08993459258492074,0.7589263250101448,0.7295393449518132
49,0.08102181425080174,0.7229258572555236,0.7254722674322915
50,0.07774946616852534,0.778827315346834,0.7306322018991399
51,0.07196758319092864,0.7843986311485337,0.7394867097637878
52,0.07097108963736881,0.793840038373864,0.7370052366286242
53,0.07391879357105559,0.7527413616064655,0.734454058780345
54,0.06941427989635146,0.8053151553823097,0.7363855578727841
55,0.06505217449323807,0.8078787576024686,0.7445065581184984
56,0.06868576963885002,0.8026444775470563,0.7356971914172298
