epoch,train_loss,val_loss
1,0.5329033399329466,0.44301601060267004
2,0.4476921342616707,0.45081161162150757
3,0.40654450648240914,0.4577414338876094
4,0.3491917549215291,0.4731666999702741
5,0.2862593856602233,0.5330338556585568
6,0.21803138666360627,0.691790804034099
7,0.16689229630169825,0.6643528104094523
8,0.12229894289569887,0.8420867768353284
9,0.09900824149977837,0.8251758942413809
10,0.08730335782884675,0.9277116459561512
11,0.06993505615652518,0.9345203619450331
12,0.062336082943205244,0.8705759890503292
13,0.061619279309854384,0.9242469124437775
14,0.04707799372958584,1.1964589832620862
15,0.03641384463373791,1.1613362171098873
16,0.05113434683788585,1.0587982696763771
17,0.0349576058054798,1.1330600474528703
18,0.031182598206609683,1.334850198323173
19,0.034193051721883846,1.087235129837479
20,0.0334652558788083,1.180577533968192
21,0.022517024352771232,1.3009637253322321
