epoch,train_loss,val_loss
1,0.5144794024695638,0.42501195752993226
2,0.4499772032933537,0.47033999558438416
3,0.4162975804736981,0.4397559764661959
4,0.36979475480870966,0.45949889974352637
5,0.3171576269274384,0.5202343315052401
6,0.24637542319867542,0.6141767366768492
7,0.17707157933165854,0.6564484891631375
8,0.14207625492345288,0.7140492011175021
9,0.11493196617811918,0.9855232785078313
10,0.0889077287923747,0.8453948526002932
11,0.07991292405472142,0.9543332028655901
12,0.07363250590539516,0.8775229298983943
13,0.06530037658735245,0.9088674667288744
14,0.05421168977473451,0.9334757388718506
15,0.05891875035658361,0.9248395197941305
16,0.0576912955819114,0.8941782594247505
17,0.040800533254791,1.0824375211380348
18,0.043021731319488554,1.1706374142853682
19,0.05058246585314293,1.1695631097479366
20,0.04202921926389947,0.9779387513760501
21,0.033315200837295056,1.0230630529683171
