epoch,train_loss,val_loss
1,0.5808175705137296,0.534134180950267
2,0.5392945244301498,0.507820939379079
3,0.5220970079909623,0.4978513643145561
4,0.5110813480426822,0.48918320185371805
5,0.5045299253582415,0.4871361734611647
6,0.4988301169818343,0.47920358766402515
7,0.49397568182168505,0.47938818484544754
8,0.49237474542937126,0.47262412309646606
9,0.48720756901335394,0.4704986331718309
10,0.48462447726348945,0.47147259754793985
11,0.4818268840399263,0.4687709201659475
12,0.4817268522077017,0.4725568007145609
13,0.47866765460277577,0.46318959285105976
14,0.4751757992878219,0.4592347911425999
15,0.4709108295214122,0.4587092894528593
16,0.4701082179179558,0.4626319469617946
17,0.4690804361487945,0.4667830475206886
18,0.4689421607897832,0.45542869929756435
19,0.46385632529517645,0.4577640960259097
20,0.4665194594752195,0.4544748631971223
21,0.4620142659989957,0.45294339156576563
22,0.46259710893911477,0.45484987060938564
23,0.45954423670855044,0.45207910931536127
24,0.4609271804401777,0.4501932132989168
25,0.45949219012152553,0.44931516317384584
26,0.4564428231025713,0.45133525745144915
27,0.4572195741116191,0.4569479040801525
28,0.4569285746613239,0.45287452079355717
29,0.4543985233587377,0.45053587507988724
30,0.4528214578175437,0.4469912238419056
31,0.4520009352880366,0.44972212027226177
32,0.45338013700770036,0.4492913564401014
33,0.45138736136628493,0.4465100270296846
34,0.44985441971418544,0.44776998007936136
35,0.4489382493280178,0.4449650230152266
36,0.4485513810658347,0.44692227350814
37,0.4486476223393263,0.44493946486285757
38,0.44716985260739045,0.4462408646941185
39,0.44596015227056734,0.44843946317476885
40,0.4459530481925377,0.4479523788073233
41,0.4469873054939158,0.4464365802705288
42,0.44482211788854986,0.45036388667566435
43,0.4428707359872792,0.45000403959836277
44,0.4436719971814307,0.44943963017846855
45,0.4412857075622179,0.4453426157789571
46,0.4429210392058705,0.44833804773432867
47,0.44330458390227273,0.44540295377373695
48,0.4396966647913014,0.44696347122745855
49,0.4397145543432883,0.4521819565977369
50,0.4416190287376421,0.44740460094596657
51,0.44341933511500986,0.4503756311855146
52,0.4421042092650185,0.4449299584542002
53,0.4374468090577363,0.4458279058869396
54,0.43813116275347197,0.44507548825017046
55,0.4400851940946881,0.4472275613141911
56,0.43917325381779565,0.4448151330330542
57,0.43823134575494277,0.44608830394489424
58,0.4400081216479858,0.44526826377425877
59,0.4377205996222086,0.44536971354058813
60,0.4366467314607957,0.44466618581541945
61,0.4369275054106346,0.4464918481452124
62,0.4356461654825987,0.4444891770503351
63,0.4357005841861483,0.4472974549446787
64,0.43734268041757435,0.44541645475796293
65,0.4377115692488209,0.44426850362547804
66,0.43693129603679365,0.4483718185552529
67,0.4360925017169158,0.4445069937833718
68,0.43641794051519883,0.4447566294776542
69,0.43368514037240147,0.44732919495020596
70,0.43579026382433345,0.4440844649715083
71,0.43365193438206323,0.44431978091597557
72,0.43410040310065673,0.4445198375199522
73,0.4331515755049244,0.44434713252953123
74,0.4339580621519779,0.44519021841032164
75,0.4345387413895508,0.4451365593288626
76,0.4337135895884415,0.44567103071936537
77,0.43448985088195197,0.44502685086003374
78,0.4314793901880402,0.44419640276048866
79,0.4330510547662752,0.4443894677928516
80,0.4335904553600026,0.4450208246707916
81,0.4347369036388613,0.44473975284823347
82,0.4322210058772186,0.444852937279003
83,0.4346125522350294,0.44533014776451246
84,0.4362386069955869,0.4448146636464766
85,0.43021718308127305,0.4445568115583488
86,0.4328126427949284,0.4443485090242965
87,0.43342737617535826,0.44439719963286606
88,0.4335567184567991,0.4449213564928089
89,0.4347979458748485,0.4446535240858793
90,0.4330966291249608,0.4446889300431524
