epoch,train_loss,val_loss
1,0.5872374423758476,0.5281041674315929
2,0.5267470558574296,0.47769730325256077
3,0.4978015539468144,0.4640710830156292
4,0.48885396554459276,0.5015027895569801
5,0.4901381424918973,0.45709771583122866
6,0.46527545484482435,0.43817630543240477
7,0.45119640601975886,0.4674489918564047
8,0.44001512930673714,0.4428949753886887
9,0.43561181803634264,0.4423140097143395
10,0.41493779623130866,0.4412888212661658
11,0.40941095959007473,0.45430495124310255
12,0.40079646021532256,0.48193697638011407
13,0.3753505332976984,0.4565089269142066
14,0.370979300046938,0.48734717686394496
15,0.3687583909989482,0.47295157864157644
16,0.3528387444725943,0.4670033476847623
17,0.33284184505227465,0.4842797491167273
18,0.3103796389982172,0.4921660065384848
19,0.30100015523881396,0.5250003842104759
20,0.2900825299963153,0.537349018634164
21,0.2826164996934153,0.543698836251029
22,0.2624035928381514,0.5741249981469342
23,0.2583505553425168,0.5784374778824193
24,0.23942161314358,0.5836652399572942
25,0.22879005444333025,0.5991061705031565
26,0.22667808104222176,0.6205134935943144
