epoch,train_loss,val_loss
1,0.5474366281366996,0.4615073283868177
2,0.4781744565089903,0.44619771585400614
3,0.44858079636258774,0.43963954145354883
4,0.4239241268435215,0.4381435852098678
5,0.4000307248054047,0.45612353392477545
6,0.36837845919358786,0.5386254488091383
7,0.3369022935494039,0.5230351436184719
8,0.30205912621717107,0.6379225324074339
9,0.27180291081850344,0.5972042352992243
10,0.22802105819073198,0.6001551349264835
11,0.20781022455223006,0.6967631803646717
12,0.1718154216345349,0.7925879719800183
13,0.14713873385506518,0.8895960395623531
14,0.11682742526459748,0.880097168863618
15,0.10630765038108395,0.9123976307933584
16,0.1043001764045177,0.8487105457128824
17,0.08193809408230951,0.9543412592694429
18,0.08000881155232195,0.9849710779963061
19,0.07175154220713176,1.064692957592862
20,0.05796458574572401,1.0701751205872694
21,0.05760266684254893,1.057952972320241
22,0.05149399343013081,1.183627039061061
23,0.05042764534425766,1.056873060579944
24,0.04958178970027226,1.2839491769638178
