epoch,train_loss,val_loss
1,0.5184275415005868,0.4489328850592886
2,0.48082869842885034,0.4386345213279128
3,0.47403676355101354,0.48543226146804436
4,0.46374228542624146,0.44765506791216986
5,0.4605895758959171,0.47056383373481886
6,0.446737600528464,0.43064162800354616
7,0.4482649795525198,0.42425927785890444
8,0.44266871912003647,0.5039556238002011
9,0.4412534942094431,0.4564821132059608
10,0.43100045847784635,0.4217827757820487
11,0.42769581599841044,0.4368785603770188
12,0.44012273944356817,0.45013757116560427
13,0.425120321294618,0.42126184622091906
14,0.41558410588846184,0.42724002179290566
15,0.4169716864756716,0.43945861381611656
16,0.408333167805423,0.4198778249057276
17,0.4141686825322456,0.43399475262101206
18,0.4145573701143535,0.4136146493256092
19,0.4059151278263858,0.4280739513092807
20,0.40392113522607453,0.4309881102027638
21,0.40185146229742874,0.41190612382654634
22,0.38938980828337116,0.4360407888889313
23,0.38984851165761214,0.4315620921552181
24,0.38827486380157555,0.4590151956571
25,0.39085190114723584,0.42763406078198124
26,0.38616903965908383,0.42173057501869543
27,0.3802622249202123,0.43762474839708637
28,0.3703233978273917,0.45986200163939167
29,0.370192335069585,0.4607437062742455
30,0.3735098553116089,0.4572882509923407
31,0.3726090691189647,0.4353856324617352
32,0.3654421521118439,0.47090362957013504
33,0.3589496616603566,0.4450580847582647
34,0.35732292541030314,0.45368669514677357
35,0.3527157489134341,0.47061038316626636
36,0.34841777385970635,0.46615585518468705
37,0.33821490445847957,0.45628173449741943
38,0.34047724517767664,0.44419725818027345
39,0.34267585569160597,0.4258507044453706
40,0.33324452068935445,0.46508770036910263
41,0.3392006124194517,0.4556486385741404
